"FACILITY_ID","SURVEY_DATE","DEFICIENCY CATEGORY","STIP_NUMBER","STIP_DATE","FINE_ASSESSED","FACILITY_NAME","County","STIP_PDF_NAME"
"767","03/15/2018","Multiple Deficiencies","NH_18_030","07/25/2018","$10,000.00","Riverside Center For Rehabilitation And Nursing","Rensselaer","pfi767nh_18_030.pdf"
"650","12/19/2017","Multiple Deficiencies","NH_18_033","08/08/2018","$10,000.00","Van Duyn Center For Rehabilitation And Nursing","Onondaga","pfi650nh_18_033.pdf"
"497","02/21/2018","Multiple Deficiencies","NH_18_031","08/13/2018","$12,000.00","Grandell Rehabilitation And Nursing Center","Nassau","pfi497nh_18_031.pdf"
"3993","05/14/2018","Multiple Deficiencies","NH_18_032","08/13/2018","$12,000.00","Manhattanville Health Care Center","Bronx","pfi3993nh_18_032.pdf"
"4772",".","Multiple Deficiencies","NH_18_034","08/20/2018","$2,000.00","Rosa Coplon Jewish Home And Infirmary","Erie","pfi4772nh_18_034.pdf"
"1684","06/11/2018","Multiple Deficiencies","NH_18_035","09/17/2018","$10,000.00","Livingston County Campus S N F (closing)","Livingston","pfi1684nh_18_035.pdf"
"251","06/15/2018","Multiple Deficiencies","NH_18_036","09/17/2018","$10,000.00","Emerald South Nursing And Rehabilitation Center","Erie","pfi251nh_18_036.pdf"
"161","01/18/2018","Multiple Deficiencies","NH_18_037","09/17/2018","$2,000.00","Crown Park Rehabilitation And Nursing Center","Cortland","pfi161nh_18_037.pdf"
"1018","05/08/2018","Multiple Deficiencies","NH_18_038","09/17/2018","$10,000.00","Fort Hudson Nursing Center Inc","Washington","pfi1018nh_18_038.pdf"
"305","06/14/2018","Multiple Deficiencies","NH_18_039","09/17/2018","$20,000.00","Essex Center For Rehabilitation And Healthcare","Essex","pfi305nh_18_039.pdf"
"604","06/11/2018","Multiple Deficiencies","NH_18_041","09/22/2018","$10,000.00","Katherine Luther Residential Hlth Care & Rehab","Oneida","pfi604nh_18_041.pdf"
"607","07/18/2018","Multiple Deficiencies","NH_18_040","09/24/2018","$10,000.00","Utica Rehabilitation & Nursing Center","Oneida","pfi607nh_18_040.pdf"
"633",".","Multiple Deficiencies","NH_18_042","09/24/2018","$2,000.00","Buffalo Community Healthcare Center","Erie","pfi633nh_18_042.pdf"
"448","06/06/2018","Multiple Deficiencies","NH_18_044","10/01/2018","$4,000.00","The Pearl Nursing Center Of Rochester","Monroe","pfi448nh_18_044.pdf"
"1222","03/09/2018","Multiple Deficiencies","NH_18_043","10/05/2018","$2,000.00","Jeanne Jugan Residence","Bronx","pfi1222nh_18_043.pdf"
"470","01/05/2018","Multiple Deficiencies","NH_18_045","10/05/2018","$10,000.00","Creekview Nursing And Rehab Center","Monroe","pfi470nh_18_045.pdf"
"3053","08/31/2018","Multiple Deficiencies","NH_18_047","10/23/2018","$2,000.00","Onondaga Center For Rehabilitation And Nursing","Onondaga","pfi3053nh_18_047.pdf"
"3053","08/03/2018","Multiple Deficiencies","NH_18_046","11/06/2018","$10,000.00","Onondaga Center For Rehabilitation And Nursing","Onondaga","pfi3053nh_18_046.pdf"
"449","05/21/2018","Multiple Deficiencies","NH_18_048","11/29/2018","$2,000.00","Wesley Gardens Corporation","Monroe","pfi449nh_18_048.pdf"
"390","09/21/2018","Multiple Deficiencies","NH_19_002","12/19/2018","$10,000.00","Livingston County Center For Nursing And Rehab","Livingston","pfi390nh_19_002.pdf"
"5638","09/10/2018","Multiple Deficiencies","NH_19_003","01/03/2019","$10,000.00","Westhampton Care Center","Suffolk","pfi5638nh_19_003.pdf"
"476","04/22/2015","Multiple Deficiencies","NH_19_001","01/04/2019","$12,000.00","St Anns Community","Monroe","pfi476nh_19_001.pdf"
"22","09/13/2018","Multiple Deficiencies","NH_19_004","01/08/2019","$10,000.00","Daughters Of Sarah Nursing Center","Albany","pfi22nh_19_004.pdf"
"7786","10/16/2018","Multiple Deficiencies","NH_19_008","01/09/2019","$10,000.00","Huntington Hills Ctr For Health And Rehabilitation","Suffolk","pfi7786nh_19_008.pdf"
"650","10/05/2018","Multiple Deficiencies","NH_19_009","01/09/2019","$2,000.00","Van Duyn Center For Rehabilitation And Nursing","Onondaga","pfi650nh_19_009.pdf"
"973","11/19/2018","Multiple Deficiencies","NH_19_007","01/14/2019","$10,000.00","Elderwood At Waverly","Tioga","pfi973nh_19_007.pdf"
"299","11/02/2018","Multiple Deficiencies","NH_19_006","01/16/2019","$2,000.00","Elderwood At Grand Island","Erie","pfi299nh_19_006.pdf"
"607","09/18/2018","Multiple Deficiencies","NH_19_010","01/18/2019","$2,000.00","Utica Rehabilitation & Nursing Center","Oneida","pfi607nh_19_010.pdf"
"539","10/19/2019","Multiple Deficiencies","NH_19_013","03/15/2019","$10,000.00","The Five Towns Premier Rehab & Nursing Center","Nassau","pfi539nh_19_013.pdf"
"448","08/17/2018","Multiple Deficiencies","NH_19_012","03/19/2019","$2,000.00","The Pearl Nursing Center Of Rochester","Monroe","pfi448nh_19_012.pdf"
"274","10/16/2018","Multiple Deficiencies","NH_19_016","03/27/2019","$6,000.00","Comprehensive Rehab & Nursing Ctr At Williamsville","Erie","pfi274nh_19_016.pdf"
"949","01/24/2018","Multiple Deficiencies","NH_19_015","04/08/2019","$10,000.00","Brookside Multicare Nursing Center","Suffolk","pfi949nh_19_015.pdf"
"951","01/28/2019","Multiple Deficiencies","NH_19_018","04/10/2019","$2,000.00","St Johnland Nursing Center Inc","Suffolk","pfi951nh_19_018.pdf"
"6050","01/25/2019","Multiple Deficiencies","NH_19_019","04/16/2019","$10,000.00","Townhouse Center For Rehabilitation & Nursing","Nassau","pfi6050nh_19_019.pdf"
"403","10/15/2018","Multiple Deficiencies","NH_19_017","04/19/2019","$2,000.00","The Grand Rehabilitation And Nrsg At Chittenango","Madison","pfi403nh_19_017.pdf"
"594","02/25/2019","Multiple Deficiencies","NH_19_025","06/06/2019","$10,000.00","Bethany Gardens Skilled Living Center","Oneida","pfi594nh_19_025.pdf"
"607","12/21/2018","Multiple Deficiencies","NH_19_021","06/07/2019","$2,000.00","Utica Rehabilitation & Nursing Center","Oneida","pfi607nh_19_021.pdf"
"7786","02/14/2019","Multiple Deficiencies","NH_19_022","06/11/2019","$10,000.00","Huntington Hills Ctr For Health And Rehabilitation","Suffolk","pfi7786nh_19_022.pdf"
"360","02/21/2019","Multiple Deficiencies","NH_19_023","06/11/2019","$10,000.00","Foltsbrook Center For Nursing And Rehabilitation","Herkimer","pfi360nh_19_023.pdf"
"491","11/01/2017","Multiple Deficiencies","NH_19_024","06/11/2019","$10,000.00","Glengariff Health Care Center","Nassau","pfi491nh_19_024.pdf"
"56","01/25/2019","Multiple Deficiencies","NH_19_026","07/02/2019","$2,000.00","Absolut Ctr For Nursing & Rehab Endicott L L C","Broome","pfi56nh_19_026.pdf"
"881","03/01/2018","Multiple Deficiencies","NH_19_027","07/03/2019","$10,000.00","Massapequa Center Rehabilitation & Nursing","Suffolk","pfi881nh_19_027.pdf"
"805",".","Multiple Deficiencies","NH_19_028","07/10/2019","$2,000.00","Highland Nursing Home Inc","Saint Lawrence","pfi805nh_19_028.pdf"
"604","08/15/2018","Multiple Deficiencies","NH_19_029","07/18/2019","$2,000.00","Katherine Luther Residential Hlth Care & Rehab","Oneida","pfi604nh_19_029.pdf"
"281","04/12/2019","Multiple Deficiencies","NH_19_030","07/22/2019","$10,000.00","Jennie B Richmond Chaffee Nursing Home Company Inc","Erie","pfi281nh_19_030.pdf"
"1247","04/19/2019","Multiple Deficiencies","NH_19_031","07/22/2019","$2,000.00","Williamsbridge Center For Rehabilitation And Nrsg","Bronx","pfi1247nh_19_031.pdf"
"92","03/22/2019","Multiple Deficiencies","NH_19_032","07/22/2019","$10,000.00","The Commons On St Anthony, A S N F & Short T R C","Cayuga","pfi92nh_19_032.pdf"
"732","03/19/2019","Multiple Deficiencies","NH_19_033","07/22/2019","$20,000.00","Pontiac Nursing Home","Oswego","pfi732nh_19_033.pdf"
"7279","02/11/2019","Multiple Deficiencies","NH_19_034","07/31/2019","$4,000.00","Dr Susan Smith Mckinney Nursing And Rehab Center","Kings","pfi7279nh_19_034.pdf"
"899","10/16/2018","Multiple Deficiencies","NH_19_035","08/19/2019","$2,000.00","Waters Edge At Port Jefferson For Rehab And Nrsg","Suffolk","pfi899nh_19_035.pdf"
"593","06/10/2019","Multiple Deficiencies","NH_19_037","09/09/2019","$10,000.00","The Grand Rehabilitation And Nursing At Rome","Oneida","pfi593nh_19_037.pdf"
"244","10/29/2018","Multiple Deficiencies","NH_19_039","09/16/2019","$10,000.00","Humboldt House Rehabilitation And Nursing Center","Erie","pfi244nh_19_039.pdf"
"470","06/05/2019","Multiple Deficiencies","NH_19_040","09/16/2019","$12,000.00","Creekview Nursing And Rehab Center","Monroe","pfi470nh_19_040.pdf"
"1038","02/15/2019","Multiple Deficiencies","NH_19_041","09/16/2019","$10,000.00","Sodus Rehabilitation & Nursing Center","Wayne","pfi1038nh_19_041.pdf"
"344",".","Multiple Deficiencies","NH_19_042","10/03/2019","$2,000.00","Premier Genesee Center For Nrsg And Rehabilitation","Genesee","pfi344nh_19_042.pdf"
"154","06/21/2019","Multiple Deficiencies","NH_19_043","10/03/2019","$10,000.00","The Grand Rehabilitation And Nursing At Barnwell","Columbia","pfi154nh_19_043.pdf"
"1032","06/26/2019","Multiple Deficiencies","NH_19_044","10/15/2019","$10,000.00","Gowanda Rehabilitation And Nursing Center","Cattaraugus","pfi1032nh_19_044.pdf"
"539","05/24/2019","Multiple Deficiencies","NH_19_045","10/15/2019","$10,000.00","The Five Towns Premier Rehab & Nursing Center","Nassau","pfi539nh_19_045.pdf"
"357","07/18/2019","Multiple Deficiencies","NH_19_047","11/04/2019","$10,000.00","The Grand Rehabilitation And Nursing At Mohawk","Herkimer","pfi357nh_19_047.pdf"
"479","07/26/2019","Multiple Deficiencies","NH_19_048","11/04/2019","$10,000.00","Hill Haven Nursing Home","Monroe","pfi479nh_19_048.pdf"
"912","04/18/2019","Multiple Deficiencies","NH_19_046","11/05/2019","$10,000.00","Quantum Rehabilitation And Nursing L L C","Suffolk","pfi912nh_19_046.pdf"
"917","08/15/2019","Multiple Deficiencies","NH_19_049","11/08/2019","$10,000.00","Hilaire Rehab & Nursing","Suffolk","pfi917nh_19_049.pdf"
"3084","06/05/2019","Multiple Deficiencies","NH_19_050","11/19/2019","$2,000.00","Safire Rehabilitation Of Southtown, L L C","Erie","pfi3084nh_19_050.pdf"
"3084","08/22/2019","Multiple Deficiencies","NH_19_051","11/19/2019","$5,000.00","Safire Rehabilitation Of Southtown, L L C","Erie","pfi3084nh_19_051.pdf"
"357","08/29/2019","Multiple Deficiencies","NH_19_053","11/27/2019","$10,000.00","The Grand Rehabilitation And Nursing At Mohawk","Herkimer","pfi357nh_19_053.pdf"
"580",".","Multiple Deficiencies","NH_19_054","11/27/2019","$4,000.00","Niagara Rehabilitation And Nursing Center","Niagara","pfi580nh_19_054.pdf"
"656","08/14/2019","Multiple Deficiencies","NH_19_052","12/09/2019","$2,000.00","Bishop Rehabilitation And Nursing Center","Onondaga","pfi656nh_19_052.pdf"
"1708","07/23/2019","Multiple Deficiencies","NH_19_055","12/11/2019","$2,000.00","Franklin Center For Rehabilitation And Nursing","Queens","pfi1708nh_19_055.pdf"
"621","08/08/2019","Multiple Deficiencies","NH_19_056","12/11/2019","$10,000.00","Presbyterian Home For Central New York Inc","Oneida","pfi621nh_19_056.pdf"
"3012","09/17/2019","Multiple Deficiencies","NH_19_057","12/11/2019","$2,000.00","Buffalo Center For Rehabilitation And Nursing","Erie","pfi3012nh_19_057.pdf"
"22","09/26/2019","Multiple Deficiencies","NH_19_058","12/16/2019","$2,000.00","Daughters Of Sarah Nursing Center","Albany","pfi22nh_19_058.pdf"
"154","10/01/2019","Multiple Deficiencies","NH_19_059","12/17/2019","$10,000.00","The Grand Rehabilitation And Nursing At Barnwell","Columbia","pfi154nh_19_059.pdf"
"4799","09/19/2019","Multiple Deficiencies","NH_19_060","12/19/2019","$10,000.00","Guthrie Cortland Medical Center","Cortland","pfi4799nh_19_060.pdf"
"91","06/05/2019","Multiple Deficiencies","NH_19_081","12/27/2019","$2,000.00","Auburn Rehabilitation & Nursing Center","Cayuga","pfi91nh_19_081.pdf"
"1739","09/26/2019","Multiple Deficiencies","NH_20_002","01/03/2020","$10,000.00","Terrace View Long Term Care Facility","Erie","pfi1739nh_20_002.pdf"
"1603","06/29/2019","Multiple Deficiencies","NH_20_008","01/03/2020","$2,000.00","The New Jewish Home, Manhattan","New York","pfi1603nh_20_008.pdf"
"604","10/25/2019","Multiple Deficiencies","NH_20_009","01/03/2020","$12,000.00","Katherine Luther Residential Hlth Care & Rehab","Oneida","pfi604nh_20_009.pdf"
"1739","08/27/2019","Multiple Deficiencies","NH_20_001","01/07/2020","$2,000.00","Terrace View Long Term Care Facility","Erie","pfi1739nh_20_001.pdf"
"761","10/24/2019","Multiple Deficiencies","NH_20_004","01/09/2020","$2,000.00","Van Rensselaer Manor","Rensselaer","pfi761nh_20_004.pdf"
"1603","09/04/2019","Multiple Deficiencies","NH_20_006","01/09/2020","$10,000.00","The New Jewish Home, Manhattan","New York","pfi1603nh_20_006.pdf"
"839","10/08/2019","Multiple Deficiencies","NH_20_007","01/09/2020","$10,000.00","Schenectady Center For Rehabilitation And Nursing","Schenectady","pfi839nh_20_007.pdf"
"655","10/25/2019","Multiple Deficiencies","NH_20_003","01/10/2020","$2,000.00","St Camillus Residential Health Care Facility","Onondaga","pfi655nh_20_003.pdf"
"558","09/17/2019","Multiple Deficiencies","NH_20_005","01/29/2020","$2,000.00","Cold Spring Hills Center For Nursing And Rehab","Nassau","pfi558nh_20_005.pdf"
"534","10/17/2019","Multiple Deficiencies","NH_20_023","02/01/2020","$2,000.00","A Holly Patterson Extended Care Facility","Nassau","pfi534nh_20_023.pdf"
"609","10/31/2019","Multiple Deficiencies","NH_20_011","02/19/2020","$10,000.00","The Grand Rehabilitation And Nursing At Utica","Oneida","pfi609nh_20_011.pdf"
"571","10/28/2019","Multiple Deficiencies","NH_20_010","02/25/2020","$10,000.00","Elderwood At Lockport","Niagara","pfi571nh_20_010.pdf"
"609","11/29/2019","Multiple Deficiencies","NH_20_013","02/25/2020","$2,000.00","The Grand Rehabilitation And Nursing At Utica","Oneida","pfi609nh_20_013.pdf"
"1022","11/18/2019","Multiple Deficiencies","NH_20_039","03/03/2020","$2,000.00","Granville Center For Rehabilitation And Nursing","Washington","pfi1022nh_20_039.pdf"
"5567","11/26/2019","Multiple Deficiencies","NH_20_012","03/10/2020","$2,000.00","Casa Promesa","Bronx","pfi5567nh_20_012.pdf"
"449","08/22/2019","Multiple Deficiencies","NH_20_014","03/24/2020","$4,000.00","Wesley Gardens Corporation","Monroe","pfi449nh_20_014.pdf"
"10108","09/18/2019","Multiple Deficiencies","NH_20_015","03/24/2020","$2,000.00","Delhi Rehabilitation And Nursing Center","Delaware","pfi10108nh_20_015.pdf"
"244","04/26/2020","Multiple Deficiencies","NH_20_016","06/29/2020","$50,000.00","Humboldt House Rehabilitation And Nursing Center","Erie","pfi244nh_20_016.pdf"
"716","05/09/2020","Multiple Deficiencies","NH_20_018","06/29/2020","$20,000.00","The Villages Of Orleans Health And Rehab Center","Orleans","pfi716nh_20_018.pdf"
"154","05/13/2020","Multiple Deficiencies","NH_20_024","06/29/2020","$22,000.00","The Grand Rehabilitation And Nursing At Barnwell","Columbia","pfi154nh_20_024.pdf"
"1604","05/11/2020","Multiple Deficiencies","NH_20_030","06/29/2020","$24,000.00","Harlem Ctr For Nursing And Rehabilitation, L L C","New York","pfi1604nh_20_030.pdf"
"538","05/07/2020","Multiple Deficiencies","NH_20_025","07/02/2020","$14,000.00","Garden Care Center","Nassau","pfi538nh_20_025.pdf"
"278","10/24/2019","Multiple Deficiencies","NH_20_028","07/06/2020","$4,000.00","Absolut Ctr For Nursing & Rehab Aurora Park L L C","Erie","pfi278nh_20_028.pdf"
"5907","05/11/2020","Multiple Deficiencies","NH_20_029","07/06/2020","$4,000.00","Northern Manhattan Rehabilitation And Nursing Ctr","New York","pfi5907nh_20_029.pdf"
"1316","05/15/2020","Multiple Deficiencies","NH_20_042","07/07/2020","$8,000.00","Rutland Nursing Home, Inc","Kings","pfi1316nh_20_042.pdf"
"470","04/24/2020","Multiple Deficiencies","NH_20_022","07/08/2020","$16,000.00","Creekview Nursing And Rehab Center","Monroe","pfi470nh_20_022.pdf"
"161","01/23/2020","Multiple Deficiencies","NH_20_026","07/08/2020","$10,000.00","Crown Park Rehabilitation And Nursing Center","Cortland","pfi161nh_20_026.pdf"
"274","05/20/2020","Multiple Deficiencies","NH_20_027","07/08/2020","$14,000.00","Comprehensive Rehab & Nursing Ctr At Williamsville","Erie","pfi274nh_20_027.pdf"
"1252","05/20/2020","Multiple Deficiencies","NH_20_019","07/10/2020","$6,000.00","Morningside Nursing And Rehabilitation Center","Bronx","pfi1252nh_20_019.pdf"
"6312","05/15/2020","Multiple Deficiencies","NH_20_020","07/21/2020","$6,000.00","Fulton Commons Care Center Inc","Nassau","pfi6312nh_20_020.pdf"
"38","05/27/2020","Multiple Deficiencies","NH_20_021","07/21/2020","$2,000.00","Cuba Memorial Hospital Inc S N F","Allegany","pfi38nh_20_021.pdf"
"1600","05/19/2020","Multiple Deficiencies","NH_20_031","07/21/2020","$30,000.00","Coler Rehabilitation And Nursing Care Center","New York","pfi1600nh_20_031.pdf"
"3012","04/30/2020","Multiple Deficiencies","NH_20_017","07/22/2020","$22,000.00","Buffalo Center For Rehabilitation And Nursing","Erie","pfi3012nh_20_017.pdf"
"1676","05/27/2020","Multiple Deficiencies","NH_20_032","07/29/2020","$12,000.00","Cliffside Rehab & Residential Health Care Center","Queens","pfi1676nh_20_032.pdf"
"6324","06/01/2020","Multiple Deficiencies","NH_20_033","08/08/2020","$6,000.00","Island Nursing And Rehab Center","Suffolk","pfi6324nh_20_033.pdf"
"998","06/22/2020","Multiple Deficiencies","nh_20_034","08/10/2020","$8,000.00","Golden Hill Nursing And Rehabilitation Center","Ulster","pfi998nh_20_034.pdf"
"266","06/18/2020","Multiple Deficiencies","NH_20_052","08/13/2020","$12,000.00","Safire Rehabilitation Of Northtowns, L L C","Erie","pfi266nh_20_052.pdf"
"171","06/25/2020","Multiple Deficiencies","NH_20_054","08/17/2020","$14,000.00","Mountainside Residential Care Center","Delaware","pfi171nh_20_054.pdf"
"344","06/08/2020","Multiple Deficiencies","NH_20_040","08/28/2020","$20,000.00","Premier Genesee Center For Nrsg And Rehabilitation","Genesee","pfi344nh_20_040.pdf"
"609","06/03/2020","Multiple Deficiencies","NH_20_036","08/31/2020","$12,000.00","The Grand Rehabilitation And Nursing At Utica","Oneida","pfi609nh_20_036.pdf"
"6009","06/09/2020","Multiple Deficiencies","NH_20_037","08/31/2020","$6,000.00","Meadowbrook Care Center","Nassau","pfi6009nh_20_037.pdf"
"1009","04/30/2020","Multiple Deficiencies","NH_20_038","09/01/2020","$6,000.00","Glens Falls Center For Rehabilitation And Nursing","Warren","pfi1009nh_20_038.pdf"
"403","05/05/2020","Multiple Deficiencies","NH_20_043","09/04/2020","$8,000.00","The Grand Rehabilitation And Nrsg At Chittenango","Madison","pfi403nh_20_043.pdf"
"881","08/14/2020","Multiple Deficiencies","NH_20_041","09/14/2020","$2,000.00","Massapequa Center Rehabilitation & Nursing","Suffolk","pfi881nh_20_041.pdf"
"21","08/11/2020","Multiple Deficiencies","NH_20_051","09/18/2020","$4,000.00","Hudson Park Rehabilitation And Nursing Center","Albany","pfi21nh_20_051.pdf"
"1702","05/01/2020","Multiple Deficiencies","NH_20_046","09/25/2020","$14,000.00","Queens Nassau Rehabilitation And Nursing Center","Queens","pfi1702nh_20_046.pdf"
"935","05/11/2020","Multiple Deficiencies","NH_20_047","09/25/2020","$10,000.00","Our Lady Of Consolation Nursing And Rehab Care Ctr","Suffolk","pfi935nh_20_047.pdf"
"1606","05/23/2020","Multiple Deficiencies","NH_20_048","09/25/2020","$28,000.00","New Gouverneur Hospital S N F","New York","pfi1606nh_20_048.pdf"
