Week Ending,Federal Provider Number,Provider Name,Submitted Data,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,One-Week Supply of N95 Masks,One-Week Supply of Surgical Masks,One-Week Supply of Eye Protection,One-Week Supply of Gowns,One-Week Supply of Gloves,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County
8/23/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,134,129,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
8/30/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,134,133,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
9/6/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,134,132,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
9/13/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,2,0,0,134,130,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
9/20/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,134,128,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
9/27/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,3,0,0,134,125,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
10/4/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,2,0,0,134,123,2,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
10/11/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,2,0,0,134,123,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
10/18/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,2,0,0,134,116,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
10/25/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,134,116,1,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
5/24/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,37,37,37,37,70,37,37,200,161,25,25,1,1,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,,,,229.8,229.8,100,Bronx
5/31/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,1,38,0,37,0,0,37,200,160,3,28,0,1,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,,,,231.3,231.3,100,Bronx
6/7/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,1,39,0,37,0,0,37,200,160,8,36,0,1,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,,,,231.3,231.3,100,Bronx
6/14/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,1,40,0,37,0,0,37,200,157,4,40,0,1,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,235.7,235.7,100,Bronx
6/21/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,1,41,0,37,0,0,37,200,159,0,40,0,1,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,,,,232.7,232.7,100,Bronx
6/28/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,0,41,7,44,0,0,37,200,157,4,44,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,280.3,235.7,84.1,Bronx
7/5/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,2,43,0,44,1,0,37,200,158,2,46,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,278.5,234.2,84.1,Bronx
7/12/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,0,43,0,44,4,0,37,200,153,1,47,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,287.6,241.8,84.1,Bronx
7/19/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,2,45,0,44,0,0,37,200,164,3,50,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,268.3,225.6,84.1,Bronx
7/26/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,1,46,0,44,0,0,37,200,167,1,51,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,263.5,221.6,84.1,Bronx
8/2/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,0,46,0,44,0,0,37,200,165,0,51,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,266.7,224.2,84.1,Bronx
8/9/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,1,47,0,44,2,0,37,200,164,1,52,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,268.3,225.6,84.1,Bronx
8/16/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,1,48,0,44,1,0,37,200,163,0,52,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,269.9,227,84.1,Bronx
8/23/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,0,48,0,44,0,0,37,200,162,0,52,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,271.6,228.4,84.1,Bronx
8/30/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,0,48,0,44,1,0,37,200,167,0,52,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,263.5,221.6,84.1,Bronx
9/6/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,0,48,0,44,1,0,37,200,168,0,52,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,261.9,220.2,84.1,Bronx
9/13/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,0,48,1,45,1,0,37,200,168,1,53,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,267.9,220.2,82.2,Bronx
9/20/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,0,48,0,45,1,0,37,200,169,0,53,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,266.3,218.9,82.2,Bronx
9/27/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,0,48,0,45,1,0,37,200,160,0,53,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,281.3,231.3,82.2,Bronx
10/4/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,0,48,0,45,1,0,37,200,160,1,54,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,281.3,231.3,82.2,Bronx
10/11/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,0,48,0,45,1,0,37,200,165,1,55,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,272.7,224.2,82.2,Bronx
10/18/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,0,48,0,45,0,0,37,200,165,0,55,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,272.7,224.2,82.2,Bronx
10/25/20,335723,EAST HAVEN NURSING & REHABILITATION CENTER,Y,0,48,0,45,2,0,37,200,167,0,55,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,269.5,221.6,82.2,Bronx
5/24/20,335724,SILVERCREST,Y,9,9,0,0,13,1,1,320,269,0,0,2,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,139,102,Y,0,3.7,,Queens
5/31/20,335724,SILVERCREST,Y,5,14,15,15,2,1,2,320,262,15,15,0,2,N,N,N,N,Y,Y,Y,N,Y,Y,Y,138,101,Y,57.3,7.6,13.3,Queens
6/7/20,335724,SILVERCREST,Y,7,21,1,16,3,0,2,320,264,8,23,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,137,101,Y,60.6,7.6,12.5,Queens
6/14/20,335724,SILVERCREST,Y,9,30,0,16,1,0,2,320,267,0,23,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,128,99,Y,59.9,7.5,12.5,Queens
6/21/20,335724,SILVERCREST,Y,2,32,0,16,5,0,2,320,256,0,23,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,128,94,Y,62.5,7.8,12.5,Queens
6/28/20,335724,SILVERCREST,Y,0,32,0,16,2,0,2,320,254,2,25,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,126,90,Y,63,7.9,12.5,Queens
7/5/20,335724,SILVERCREST,Y,0,32,0,16,3,0,2,320,271,0,25,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,126,99,Y,59,7.4,12.5,Queens
7/12/20,335724,SILVERCREST,Y,2,34,0,16,3,0,2,320,263,0,25,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,126,95,Y,60.8,7.6,12.5,Queens
7/19/20,335724,SILVERCREST,Y,1,35,0,16,2,0,2,320,256,0,25,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,123,91,Y,62.5,7.8,12.5,Queens
7/26/20,335724,SILVERCREST,Y,1,36,0,16,1,0,2,320,261,0,25,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,123,95,Y,61.3,7.7,12.5,Queens
8/2/20,335724,SILVERCREST,Y,2,38,0,16,1,0,2,320,260,0,25,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,123,91,Y,61.5,7.7,12.5,Queens
8/9/20,335724,SILVERCREST,Y,1,39,0,16,3,0,2,320,261,0,25,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,123,92,Y,61.3,7.7,12.5,Queens
8/16/20,335724,SILVERCREST,Y,2,41,0,16,1,0,2,320,258,0,25,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,123,90,Y,62,7.8,12.5,Queens
8/23/20,335724,SILVERCREST,Y,3,44,0,16,1,0,2,320,253,0,25,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,123,89,Y,63.2,7.9,12.5,Queens
8/30/20,335724,SILVERCREST,Y,2,46,0,16,3,0,2,320,251,0,25,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,123,86,Y,63.7,8,12.5,Queens
9/6/20,335724,SILVERCREST,Y,3,49,0,16,5,0,2,320,246,0,25,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,122,80,Y,65,8.1,12.5,Queens
9/13/20,335724,SILVERCREST,Y,0,49,0,16,1,0,2,320,238,8,33,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,122,78,Y,67.2,8.4,12.5,Queens
9/20/20,335724,SILVERCREST,Y,0,49,0,16,1,0,2,320,242,0,33,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,122,83,Y,66.1,8.3,12.5,Queens
9/27/20,335724,SILVERCREST,Y,0,49,0,16,3,0,2,320,254,0,33,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,124,86,Y,63,7.9,12.5,Queens
10/4/20,335724,SILVERCREST,Y,1,50,0,16,0,0,2,320,251,0,33,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,122,85,Y,63.7,8,12.5,Queens
10/11/20,335724,SILVERCREST,Y,1,51,0,16,4,0,2,320,251,0,33,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,118,81,Y,63.7,8,12.5,Queens
10/18/20,335724,SILVERCREST,Y,0,51,0,16,0,0,2,320,257,0,33,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,118,81,Y,62.3,7.8,12.5,Queens
10/25/20,335724,SILVERCREST,Y,1,52,0,16,2,0,2,320,259,1,34,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,118,84,Y,61.8,7.7,12.5,Queens
5/24/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,1,1,0,0,0,0,0,66,61,0,0,0,0,N,N,N,N,Y,Y,Y,Y,N,N,N,,,,0,0,,Bronx
5/31/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,59,6,6,0,0,N,N,N,N,Y,Y,Y,Y,N,Y,N,,,,0,0,,Bronx
6/7/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,61,0,6,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Bronx
6/14/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,60,0,6,0,0,N,N,N,N,Y,Y,Y,Y,N,Y,N,,,,0,0,,Bronx
6/21/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,61,2,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Bronx
6/28/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,59,1,9,0,0,N,N,N,N,Y,Y,Y,N,N,Y,N,,,,0,0,,Bronx
7/5/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,57,0,9,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Bronx
7/12/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,57,0,9,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,N,,,,0,0,,Bronx
7/19/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,61,0,9,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Bronx
7/26/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,61,0,9,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Bronx
8/2/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,61,0,9,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Bronx
8/9/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,62,0,9,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Bronx
8/16/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,65,0,9,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Bronx
8/23/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,62,0,9,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Bronx
8/30/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,60,0,9,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Bronx
9/6/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,63,1,10,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Bronx
9/13/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,63,0,10,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Bronx
9/20/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,62,0,10,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Bronx
9/27/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,59,0,10,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Bronx
10/4/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,59,0,10,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Bronx
10/11/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,59,0,10,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Bronx
10/18/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,65,0,10,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Bronx
10/25/20,335725,HOPE CENTER FOR H I V AND NURSING CARE,Y,0,1,0,0,0,0,0,66,64,0,10,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Bronx
5/24/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,28,28,25,25,34,30,30,120,90,63,63,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,277.8,333.3,120,Queens
5/31/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,3,31,8,33,2,1,31,120,85,12,75,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,388.2,364.7,93.9,Queens
6/7/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,1,32,0,33,0,0,31,120,82,17,92,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,402.4,378,93.9,Queens
6/14/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,1,33,0,33,0,0,31,120,86,5,97,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,383.7,360.5,93.9,Queens
6/21/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,0,33,5,38,1,0,31,120,82,2,99,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,463.4,378,81.6,Queens
6/28/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,2,35,0,38,0,0,31,120,85,7,106,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,447.1,364.7,81.6,Queens
7/5/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,0,35,0,38,0,0,31,120,82,1,107,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,463.4,378,81.6,Queens
7/12/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,3,38,0,38,1,0,31,120,80,0,107,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,475,387.5,81.6,Queens
7/19/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,1,39,0,38,1,0,31,120,78,1,108,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,487.2,397.4,81.6,Queens
7/26/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,0,39,0,38,1,0,31,120,76,0,108,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,500,407.9,81.6,Queens
8/2/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,2,41,0,38,1,1,32,120,80,2,110,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,475,400,84.2,Queens
8/9/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,1,42,0,38,0,0,32,120,80,1,111,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,475,400,84.2,Queens
8/16/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,1,43,0,38,2,0,32,120,83,0,111,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,457.8,385.5,84.2,Queens
8/23/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,0,43,0,38,2,0,32,120,82,0,111,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,463.4,390.2,84.2,Queens
8/30/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,0,43,0,38,1,0,32,120,85,3,114,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,447.1,376.5,84.2,Queens
9/6/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,0,43,0,38,1,0,32,120,82,0,114,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,463.4,390.2,84.2,Queens
9/13/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,0,43,0,38,0,0,32,120,85,0,114,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,447.1,376.5,84.2,Queens
9/20/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,0,43,0,38,1,0,32,120,84,0,114,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,452.4,381,84.2,Queens
9/27/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,0,43,0,38,1,0,32,120,87,0,114,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,436.8,367.8,84.2,Queens
10/4/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,0,43,0,38,1,0,32,120,87,0,114,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,436.8,367.8,84.2,Queens
10/11/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,0,43,0,38,1,0,32,120,82,0,114,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,463.4,390.2,84.2,Queens
10/18/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,0,43,0,38,0,0,32,120,86,0,114,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,441.9,372.1,84.2,Queens
10/25/20,335726,BEACON REHABILITATION AND NURSING CENTER,Y,0,43,0,38,0,0,32,120,87,0,114,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,436.8,367.8,84.2,Queens
5/24/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,0,0,0,6,0,0,120,108,0,0,0,0,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Oneida
5/31/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,0,1,1,0,0,0,120,103,0,0,0,0,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,,,,9.7,0,0,Oneida
6/7/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,0,0,1,1,0,0,120,100,0,0,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,10,0,0,Oneida
6/14/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,0,0,1,2,0,0,120,99,0,0,0,0,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,,,,10.1,0,0,Oneida
6/21/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,0,0,1,0,0,0,120,103,0,0,0,0,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,,,,9.7,0,0,Oneida
6/28/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,0,0,1,0,0,0,120,102,1,1,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,9.8,0,0,Oneida
7/5/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,0,0,1,1,0,0,120,100,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,10,0,0,Oneida
7/12/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,0,0,1,1,0,0,120,100,0,1,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,,,,10,0,0,Oneida
7/19/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,0,0,1,3,0,0,120,97,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,10.3,0,0,Oneida
7/26/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,0,0,1,1,0,0,120,95,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,10.5,0,0,Oneida
8/2/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,0,0,1,0,0,0,120,95,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,10.5,0,0,Oneida
8/9/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,0,0,1,1,0,0,120,98,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,10.2,0,0,Oneida
8/16/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,0,0,1,2,0,0,120,96,1,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,10.4,0,0,Oneida
8/23/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,0,0,1,1,0,0,120,95,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,10.5,0,0,Oneida
8/30/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,0,0,1,4,0,0,120,90,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,11.1,0,0,Oneida
9/6/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,3,3,0,1,1,0,0,120,90,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,11.1,0,0,Oneida
9/13/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,3,0,1,2,0,0,120,90,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,11.1,0,0,Oneida
9/20/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,3,0,1,1,0,0,120,89,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,11.2,0,0,Oneida
9/27/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,3,0,1,0,0,0,120,87,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,11.5,0,0,Oneida
10/4/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,3,0,1,0,0,0,120,89,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,11.2,0,0,Oneida
10/11/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,3,0,1,1,0,0,120,89,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,11.2,0,0,Oneida
10/18/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,3,0,1,1,0,0,120,91,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,11,0,0,Oneida
10/25/20,335727,"BETSY ROSS REHABILITATION CENTER, INC",Y,0,3,0,1,0,0,0,120,89,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,11.2,0,0,Oneida
5/24/20,335730,ST ANNS COMMUNITY,Y,0,0,0,0,0,0,0,72,68,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Monroe
5/31/20,335730,ST ANNS COMMUNITY,Y,0,0,0,0,0,0,0,72,69,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Monroe
6/7/20,335730,ST ANNS COMMUNITY,Y,0,0,0,0,0,0,0,72,70,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Monroe
6/14/20,335730,ST ANNS COMMUNITY,Y,0,0,0,0,0,0,0,72,69,1,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Monroe
